name,lat,log
banffshire_banff-golf-club_2011.csv,57.661,-2.521
banffshire_banff-golf-club_2012.csv,57.661,-2.521
banffshire_banff-golf-club_2013.csv,57.661,-2.521
banffshire_banff-golf-club_2014.csv,57.661,-2.521
banffshire_glenlivet_2005.csv,57.354,-3.345
banffshire_glenlivet_2006.csv,57.354,-3.345
banffshire_glenlivet_2007.csv,57.354,-3.345
bedfordshire_bedford_2005.csv,52.227,-0.465
bedfordshire_bedford_2006.csv,52.227,-0.465
bedfordshire_bedford_2007.csv,52.227,-0.465
bedfordshire_bedford_2009.csv,52.227,-0.465
bedfordshire_bedford_2010.csv,52.227,-0.465
bedfordshire_bedford_2011.csv,52.227,-0.465
bedfordshire_bedford_2012.csv,52.227,-0.465
bedfordshire_bedford_2013.csv,52.227,-0.465
bedfordshire_bedford_2014.csv,52.227,-0.465
bedfordshire_woburn_2005.csv,52.014,-0.596
bedfordshire_woburn_2006.csv,52.014,-0.596
bedfordshire_woburn_2007.csv,52.014,-0.596
bedfordshire_woburn_2009.csv,52.014,-0.596
bedfordshire_woburn_2010.csv,52.014,-0.596
bedfordshire_woburn_2011.csv,52.014,-0.596
bedfordshire_woburn_2012.csv,52.014,-0.596
bedfordshire_woburn_2013.csv,52.014,-0.596
bedfordshire_woburn_2014.csv,52.014,-0.596
berkshire_reading-university-whiteknights_2005.csv,51.441,-0.938
berkshire_reading-university-whiteknights_2006.csv,51.441,-0.938
berkshire_reading-university-whiteknights_2007.csv,51.441,-0.938
berkshire_reading-university-whiteknights_2009.csv,51.441,-0.938
berkshire_reading-university-whiteknights_2010.csv,51.441,-0.938
berkshire_reading-university-whiteknights_2011.csv,51.441,-0.938
berkshire_reading-university-whiteknights_2012.csv,51.441,-0.938
berkshire_reading-university-whiteknights_2013.csv,51.441,-0.938
berkshire_reading-university-whiteknights_2014.csv,51.441,-0.938
berkshire_upper-lambourn_2005.csv,51.52,-1.549
berkshire_upper-lambourn_2006.csv,51.52,-1.549
berkshire_upper-lambourn_2007.csv,51.52,-1.549
berkshire_upper-lambourn_2009.csv,51.52,-1.549
berkshire_upper-lambourn_2010.csv,51.52,-1.549
berkshire_upper-lambourn_2011.csv,51.52,-1.549
berkshire_upper-lambourn_2012.csv,51.52,-1.549
berkshire_upper-lambourn_2013.csv,51.52,-1.549
berkshire_upper-lambourn_2014.csv,51.52,-1.549
berwickshire_blythe_2005.csv,55.737,-2.662
berwickshire_blythe_2006.csv,55.737,-2.662
berwickshire_blythe_2007.csv,55.737,-2.662
berwickshire_blythe_2009.csv,55.737,-2.662
berwickshire_blythe_2010.csv,55.737,-2.662
berwickshire_blythe_2011.csv,55.737,-2.662
berwickshire_blythe_2012.csv,55.737,-2.662
berwickshire_blythe_2013.csv,55.737,-2.662
berwickshire_blythe_2014.csv,55.737,-2.662
berwickshire_charterhall_2005.csv,55.709,-2.385
berwickshire_charterhall_2006.csv,55.709,-2.385
berwickshire_charterhall_2007.csv,55.709,-2.385
berwickshire_charterhall_2009.csv,55.709,-2.385
berwickshire_charterhall_2010.csv,55.709,-2.385
berwickshire_charterhall_2011.csv,55.709,-2.385
berwickshire_charterhall_2012.csv,55.709,-2.385
berwickshire_charterhall_2013.csv,55.709,-2.385
berwickshire_charterhall_2014.csv,55.709,-2.385
buckinghamshire_high-wycombe-hqair_2005.csv,51.682,-0.807
